id,title,price,category,rating,created_at,updated_at
838,Gone Girl,37.60,Books,5,2025-07-07 16:30:21.300714+00,2025-07-07 16:30:21.300714+00
839,Golden (Heart of Dread #3),42.21,Books,4,2025-07-07 16:30:21.614808+00,2025-07-07 16:30:21.614808+00
840,Girl in the Blue Coat,46.83,Books,2,2025-07-07 16:30:21.931257+00,2025-07-07 16:30:21.931257+00
841,"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,Books,2,2025-07-07 16:30:22.229509+00,2025-07-07 16:30:22.229509+00
842,"Friday Night Lights: A Town, a Team, and a Dream",51.22,Books,3,2025-07-07 16:30:22.535091+00,2025-07-07 16:30:22.535091+00
843,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,Books,4,2025-07-07 16:30:22.837971+00,2025-07-07 16:30:22.837971+00
844,Fifty Shades Freed (Fifty Shades #3),15.36,Books,5,2025-07-07 16:30:23.161458+00,2025-07-07 16:30:23.161458+00
845,Fellside,38.62,Books,1,2025-07-07 16:30:23.467077+00,2025-07-07 16:30:23.467077+00
846,Extreme Prey (Lucas Davenport #26),25.40,Books,3,2025-07-07 16:30:23.786347+00,2025-07-07 16:30:23.786347+00
847,Eragon (The Inheritance Cycle #1),43.87,Books,3,2025-07-07 16:30:24.092603+00,2025-07-07 16:30:24.092603+00
848,Eclipse (Twilight #3),18.74,Books,1,2025-07-07 16:30:24.396441+00,2025-07-07 16:30:24.396441+00
849,Dune (Dune #1),54.86,Books,1,2025-07-07 16:30:24.690702+00,2025-07-07 16:30:24.690702+00
850,Dracula,52.62,Books,3,2025-07-07 16:30:24.993295+00,2025-07-07 16:30:24.993295+00
851,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,Books,1,2025-07-07 16:30:25.306852+00,2025-07-07 16:30:25.306852+00
852,Disrupted: My Misadventure in the Start-Up Bubble,15.28,Books,5,2025-07-07 16:30:25.634078+00,2025-07-07 16:30:25.634078+00
853,Dead Wake: The Last Crossing of the Lusitania,39.24,Books,5,2025-07-07 16:30:25.946364+00,2025-07-07 16:30:25.946364+00
854,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,Books,1,2025-07-07 16:30:26.254243+00,2025-07-07 16:30:26.254243+00
855,Darkfever (Fever #1),56.02,Books,1,2025-07-07 16:30:26.57374+00,2025-07-07 16:30:26.57374+00
856,Dark Places,23.90,Books,5,2025-07-07 16:30:26.869203+00,2025-07-07 16:30:26.869203+00
857,Crazy Rich Asians (Crazy Rich Asians #1),49.13,Books,5,2025-07-07 16:30:27.174543+00,2025-07-07 16:30:27.174543+00
858,Counting Thyme,10.62,Books,1,2025-07-07 16:30:27.496239+00,2025-07-07 16:30:27.496239+00
859,Cosmos,36.17,Books,2,2025-07-07 16:30:27.793426+00,2025-07-07 16:30:27.793426+00
860,Civilization and Its Discontents,59.95,Books,2,2025-07-07 16:30:28.100859+00,2025-07-07 16:30:28.100859+00
861,Cinder (The Lunar Chronicles #1),26.09,Books,1,2025-07-07 16:30:28.43066+00,2025-07-07 16:30:28.43066+00
862,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,Books,2,2025-07-07 16:30:28.723968+00,2025-07-07 16:30:28.723968+00
863,Career of Evil (Cormoran Strike #3),24.72,Books,2,2025-07-07 16:30:29.038566+00,2025-07-07 16:30:29.038566+00
864,Breaking Dawn (Twilight #4),35.28,Books,5,2025-07-07 16:30:29.345157+00,2025-07-07 16:30:29.345157+00
865,Brave Enough,51.32,Books,5,2025-07-07 16:30:29.645689+00,2025-07-07 16:30:29.645689+00
866,Boy Meets Boy,21.12,Books,3,2025-07-07 16:30:29.946021+00,2025-07-07 16:30:29.946021+00
867,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,Books,2,2025-07-07 16:30:30.252335+00,2025-07-07 16:30:30.252335+00
868,Blink: The Power of Thinking Without Thinking,21.74,Books,5,2025-07-07 16:30:30.565328+00,2025-07-07 16:30:30.565328+00
869,Black Flags: The Rise of ISIS,40.87,Books,1,2025-07-07 16:30:30.877872+00,2025-07-07 16:30:30.877872+00
870,"Black Butler, Vol. 1 (Black Butler #1)",49.31,Books,1,2025-07-07 16:30:31.18369+00,2025-07-07 16:30:31.18369+00
871,Big Little Lies,22.11,Books,1,2025-07-07 16:30:31.497016+00,2025-07-07 16:30:31.497016+00
872,Between Shades of Gray,20.79,Books,5,2025-07-07 16:30:31.794232+00,2025-07-07 16:30:31.794232+00
873,Best of My Love (Fool's Gold #20),27.41,Books,2,2025-07-07 16:30:32.121832+00,2025-07-07 16:30:32.121832+00
874,Beowulf,38.35,Books,2,2025-07-07 16:30:32.438082+00,2025-07-07 16:30:32.438082+00
875,Beautiful Creatures (Caster Chronicles #1),21.55,Books,5,2025-07-07 16:30:32.761339+00,2025-07-07 16:30:32.761339+00
876,Awkward,38.02,Books,2,2025-07-07 16:30:33.072436+00,2025-07-07 16:30:33.072436+00
877,Ash,22.06,Books,4,2025-07-07 16:30:33.393236+00,2025-07-07 16:30:33.393236+00
878,Are We There Yet?,10.66,Books,3,2025-07-07 16:30:33.724209+00,2025-07-07 16:30:33.724209+00
879,Are We Smart Enough to Know How Smart Animals Are?,56.58,Books,1,2025-07-07 16:30:34.066702+00,2025-07-07 16:30:34.066702+00
880,Annie on My Mind,36.83,Books,5,2025-07-07 16:30:34.37162+00,2025-07-07 16:30:34.37162+00
881,And Then There Were None,35.01,Books,2,2025-07-07 16:30:34.672817+00,2025-07-07 16:30:34.672817+00
882,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,Books,4,2025-07-07 16:30:34.971328+00,2025-07-07 16:30:34.971328+00
883,A Visit from the Goon Squad,14.08,Books,5,2025-07-07 16:30:35.282884+00,2025-07-07 16:30:35.282884+00
884,A Storm of Swords (A Song of Ice and Fire #3),31.22,Books,2,2025-07-07 16:30:35.580029+00,2025-07-07 16:30:35.580029+00
885,A Heartbreaking Work of Staggering Genius,54.29,Books,5,2025-07-07 16:30:35.891868+00,2025-07-07 16:30:35.891868+00
886,8 Keys to Mental Health Through Exercise,31.04,Books,1,2025-07-07 16:30:36.20533+00,2025-07-07 16:30:36.20533+00
887,#GIRLBOSS,50.96,Books,1,2025-07-07 16:30:36.556021+00,2025-07-07 16:30:36.556021+00
888,"The Suffragettes (Little Black Classics, #96)",11.89,Books,2,2025-07-07 16:30:36.866488+00,2025-07-07 16:30:36.866488+00
889,The Sense of an Ending,31.38,Books,3,2025-07-07 16:30:37.273735+00,2025-07-07 16:30:37.273735+00
890,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,Books,1,2025-07-07 16:30:37.589708+00,2025-07-07 16:30:37.589708+00
891,The Course of Love,16.78,Books,3,2025-07-07 16:30:37.891854+00,2025-07-07 16:30:37.891854+00
892,Sugar Rush (Offensive Line #2),24.42,Books,1,2025-07-07 16:30:38.22786+00,2025-07-07 16:30:38.22786+00
893,"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,Books,3,2025-07-07 16:30:38.538376+00,2025-07-07 16:30:38.538376+00
894,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,Books,1,2025-07-07 16:30:38.863144+00,2025-07-07 16:30:38.863144+00
895,New Moon (Twilight #2),12.86,Books,4,2025-07-07 16:30:39.166984+00,2025-07-07 16:30:39.166984+00
896,Life,31.58,Books,5,2025-07-07 16:30:39.50548+00,2025-07-07 16:30:39.50548+00
897,Kindle Paperwhite User's Guide,34.00,Books,3,2025-07-07 16:30:39.807894+00,2025-07-07 16:30:39.807894+00
898,H is for Hawk,57.42,Books,5,2025-07-07 16:30:40.108452+00,2025-07-07 16:30:40.108452+00
899,Girl Online On Tour (Girl Online #2),53.47,Books,1,2025-07-07 16:30:40.413345+00,2025-07-07 16:30:40.413345+00
900,"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,Books,5,2025-07-07 16:30:40.727325+00,2025-07-07 16:30:40.727325+00
901,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,Books,4,2025-07-07 16:30:41.048608+00,2025-07-07 16:30:41.048608+00
902,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,Books,4,2025-07-07 16:30:41.340387+00,2025-07-07 16:30:41.340387+00
903,While You Were Mine,41.32,Books,5,2025-07-07 16:30:41.655432+00,2025-07-07 16:30:41.655432+00
904,Where Lightning Strikes (Bleeding Stars #3),39.77,Books,3,2025-07-07 16:30:42.006116+00,2025-07-07 16:30:42.006116+00
905,When I'm Gone,51.96,Books,3,2025-07-07 16:30:42.314073+00,2025-07-07 16:30:42.314073+00
906,Ways of Seeing,39.51,Books,5,2025-07-07 16:30:42.620383+00,2025-07-07 16:30:42.620383+00
907,"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.40,Books,1,2025-07-07 16:30:42.941232+00,2025-07-07 16:30:42.941232+00
908,Vampire Girl (Vampire Girl #1),53.82,Books,2,2025-07-07 16:30:43.239269+00,2025-07-07 16:30:43.239269+00
909,Twenty Love Poems and a Song of Despair,30.95,Books,4,2025-07-07 16:30:43.557882+00,2025-07-07 16:30:43.557882+00
910,Travels with Charley: In Search of America,57.82,Books,5,2025-07-07 16:30:43.898787+00,2025-07-07 16:30:43.898787+00
911,Three Wishes (River of Time: California #1),44.18,Books,2,2025-07-07 16:30:44.199395+00,2025-07-07 16:30:44.199395+00
912,This One Moment (Pushing Limits #1),48.71,Books,1,2025-07-07 16:30:44.546786+00,2025-07-07 16:30:44.546786+00
913,The Zombie Room,19.69,Books,5,2025-07-07 16:30:44.850559+00,2025-07-07 16:30:44.850559+00
914,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,Books,2,2025-07-07 16:30:45.160124+00,2025-07-07 16:30:45.160124+00
915,The Tumor,41.56,Books,5,2025-07-07 16:30:45.519629+00,2025-07-07 16:30:45.519629+00
916,The Story of Hong Gildong,43.19,Books,4,2025-07-07 16:30:45.814474+00,2025-07-07 16:30:45.814474+00
917,The Silent Wife,12.34,Books,5,2025-07-07 16:30:46.175165+00,2025-07-07 16:30:46.175165+00
918,The Silent Twin (Detective Jennifer Knight #3),36.25,Books,3,2025-07-07 16:30:46.496924+00,2025-07-07 16:30:46.496924+00
919,The Selfish Gene,29.45,Books,1,2025-07-07 16:30:46.794912+00,2025-07-07 16:30:46.794912+00
920,The Secret Healer,34.56,Books,3,2025-07-07 16:30:47.121682+00,2025-07-07 16:30:47.121682+00
921,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,Books,3,2025-07-07 16:30:47.442821+00,2025-07-07 16:30:47.442821+00
922,The Republic,33.78,Books,3,2025-07-07 16:30:47.73518+00,2025-07-07 16:30:47.73518+00
923,The Odyssey,29.64,Books,3,2025-07-07 16:30:48.039175+00,2025-07-07 16:30:48.039175+00
924,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.70,Books,4,2025-07-07 16:30:48.337318+00,2025-07-07 16:30:48.337318+00
925,The Nicomachean Ethics,36.34,Books,1,2025-07-07 16:30:48.642648+00,2025-07-07 16:30:48.642648+00
926,The Name of the Wind (The Kingkiller Chronicle #1),50.59,Books,3,2025-07-07 16:30:48.940611+00,2025-07-07 16:30:48.940611+00
927,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,Books,1,2025-07-07 16:30:49.249873+00,2025-07-07 16:30:49.249873+00
928,The Little Prince,45.42,Books,2,2025-07-07 16:30:49.574542+00,2025-07-07 16:30:49.574542+00
929,The Light of the Fireflies,54.43,Books,1,2025-07-07 16:30:49.876077+00,2025-07-07 16:30:49.876077+00
930,The Last Girl (The Dominion Trilogy #1),36.26,Books,2,2025-07-07 16:30:50.178804+00,2025-07-07 16:30:50.178804+00
931,The Iliad,16.16,Books,1,2025-07-07 16:30:50.492461+00,2025-07-07 16:30:50.492461+00
932,The Hook Up (Game On #1),36.29,Books,5,2025-07-07 16:30:50.785418+00,2025-07-07 16:30:50.785418+00
933,The Haters,27.89,Books,5,2025-07-07 16:30:51.083553+00,2025-07-07 16:30:51.083553+00
934,The Girl You Lost,12.29,Books,5,2025-07-07 16:30:51.394417+00,2025-07-07 16:30:51.394417+00
935,The Girl In The Ice (DCI Erika Foster #1),15.85,Books,3,2025-07-07 16:30:51.709254+00,2025-07-07 16:30:51.709254+00
936,The End of the Jesus Era (An Investigation #1),14.40,Books,1,2025-07-07 16:30:52.02522+00,2025-07-07 16:30:52.02522+00
937,The Edge of Reason (Bridget Jones #2),19.18,Books,4,2025-07-07 16:30:52.353355+00,2025-07-07 16:30:52.353355+00
938,The Complete Maus (Maus #1-2),10.64,Books,3,2025-07-07 16:30:52.674773+00,2025-07-07 16:30:52.674773+00
939,The Communist Manifesto,14.76,Books,3,2025-07-07 16:30:52.984916+00,2025-07-07 16:30:52.984916+00
940,The Bhagavad Gita,57.49,Books,3,2025-07-07 16:30:53.305265+00,2025-07-07 16:30:53.305265+00
941,The Bette Davis Club,30.66,Books,3,2025-07-07 16:30:53.603438+00,2025-07-07 16:30:53.603438+00
942,The Art of Not Breathing,40.83,Books,4,2025-07-07 16:30:53.95247+00,2025-07-07 16:30:53.95247+00
943,Taking Shots (Assassins #1),18.88,Books,2,2025-07-07 16:30:54.266337+00,2025-07-07 16:30:54.266337+00
944,Starlark,25.83,Books,3,2025-07-07 16:30:54.580053+00,2025-07-07 16:30:54.580053+00
945,"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,Books,3,2025-07-07 16:30:54.874915+00,2025-07-07 16:30:54.874915+00
946,Sister Sable (The Mad Queen #1),13.33,Books,3,2025-07-07 16:30:55.187289+00,2025-07-07 16:30:55.187289+00
947,Shatter Me (Shatter Me #1),42.40,Books,1,2025-07-07 16:30:55.488672+00,2025-07-07 16:30:55.488672+00
948,Shameless,58.35,Books,3,2025-07-07 16:30:55.778134+00,2025-07-07 16:30:55.778134+00
949,Shadow Rites (Jane Yellowrock #10),21.72,Books,4,2025-07-07 16:30:56.08883+00,2025-07-07 16:30:56.08883+00
950,Settling the Score (The Summer Games #1),44.91,Books,2,2025-07-07 16:30:56.39867+00,2025-07-07 16:30:56.39867+00
951,Sense and Sensibility,37.46,Books,1,2025-07-07 16:30:56.712334+00,2025-07-07 16:30:56.712334+00
952,"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,Books,1,2025-07-07 16:30:57.02976+00,2025-07-07 16:30:57.02976+00
953,"Rhythm, Chord & Malykhin",28.34,Books,2,2025-07-07 16:30:57.347122+00,2025-07-07 16:30:57.347122+00
954,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,Books,5,2025-07-07 16:30:57.656433+00,2025-07-07 16:30:57.656433+00
955,Paradise Lost (Paradise #1),24.96,Books,1,2025-07-07 16:30:57.976824+00,2025-07-07 16:30:57.976824+00
956,"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,Books,4,2025-07-07 16:30:58.284906+00,2025-07-07 16:30:58.284906+00
957,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,Books,3,2025-07-07 16:30:58.593677+00,2025-07-07 16:30:58.593677+00
958,Origins (Alphas 0.5),28.99,Books,1,2025-07-07 16:30:58.896836+00,2025-07-07 16:30:58.896836+00
959,One Second (Seven #7),52.94,Books,2,2025-07-07 16:30:59.192586+00,2025-07-07 16:30:59.192586+00
960,On the Road (Duluoz Legend),32.36,Books,3,2025-07-07 16:30:59.49727+00,2025-07-07 16:30:59.49727+00
961,Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,Books,2,2025-07-07 16:30:59.803626+00,2025-07-07 16:30:59.803626+00
962,Off Sides (Off #1),39.45,Books,5,2025-07-07 16:31:00.124196+00,2025-07-07 16:31:00.124196+00
963,Of Mice and Men,47.11,Books,2,2025-07-07 16:31:00.427509+00,2025-07-07 16:31:00.427509+00
964,Myriad (Prentor #1),58.75,Books,4,2025-07-07 16:31:00.748465+00,2025-07-07 16:31:00.748465+00
965,My Perfect Mistake (Over the Top #1),38.92,Books,2,2025-07-07 16:31:01.060802+00,2025-07-07 16:31:01.060802+00
966,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,Books,4,2025-07-07 16:31:01.377426+00,2025-07-07 16:31:01.377426+00
967,Meditations,25.89,Books,2,2025-07-07 16:31:01.710543+00,2025-07-07 16:31:01.710543+00
968,Matilda,28.34,Books,1,2025-07-07 16:31:02.026604+00,2025-07-07 16:31:02.026604+00
969,Lost Among the Living,27.70,Books,4,2025-07-07 16:31:02.346069+00,2025-07-07 16:31:02.346069+00
970,Lord of the Flies,24.89,Books,3,2025-07-07 16:31:02.642389+00,2025-07-07 16:31:02.642389+00
971,Listen to Me (Fusion #1),58.99,Books,3,2025-07-07 16:31:02.954244+00,2025-07-07 16:31:02.954244+00
972,Kitchens of the Great Midwest,57.20,Books,5,2025-07-07 16:31:03.302658+00,2025-07-07 16:31:03.302658+00
973,Jane Eyre,38.43,Books,5,2025-07-07 16:31:03.613465+00,2025-07-07 16:31:03.613465+00
974,Imperfect Harmony,34.74,Books,4,2025-07-07 16:31:03.947502+00,2025-07-07 16:31:03.947502+00
975,Icing (Aces Hockey #2),40.44,Books,4,2025-07-07 16:31:04.258058+00,2025-07-07 16:31:04.258058+00
976,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,Books,3,2025-07-07 16:31:04.597798+00,2025-07-07 16:31:04.597798+00
977,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,Books,4,2025-07-07 16:31:04.902809+00,2025-07-07 16:31:04.902809+00
978,"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,Books,4,2025-07-07 16:31:05.256222+00,2025-07-07 16:31:05.256222+00
979,"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,Books,5,2025-07-07 16:31:05.571451+00,2025-07-07 16:31:05.571451+00
980,Frankenstein,38.00,Books,2,2025-07-07 16:31:05.93778+00,2025-07-07 16:31:05.93778+00
981,Forever Rockers (The Rocker #12),28.80,Books,3,2025-07-07 16:31:06.230393+00,2025-07-07 16:31:06.230393+00
982,Fighting Fate (Fighting #6),39.24,Books,3,2025-07-07 16:31:06.526798+00,2025-07-07 16:31:06.526798+00
983,Emma,32.93,Books,2,2025-07-07 16:31:06.865483+00,2025-07-07 16:31:06.865483+00
984,"Eat, Pray, Love",51.32,Books,3,2025-07-07 16:31:07.167093+00,2025-07-07 16:31:07.167093+00
985,Deep Under (Walker Security #1),47.09,Books,5,2025-07-07 16:31:07.49636+00,2025-07-07 16:31:07.49636+00
986,Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,Books,4,2025-07-07 16:31:07.820913+00,2025-07-07 16:31:07.820913+00
987,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,Books,3,2025-07-07 16:31:08.212481+00,2025-07-07 16:31:08.212481+00
988,Charity's Cross (Charles Towne Belles #4),41.24,Books,1,2025-07-07 16:31:08.504687+00,2025-07-07 16:31:08.504687+00
989,Bright Lines,39.07,Books,5,2025-07-07 16:31:08.788205+00,2025-07-07 16:31:08.788205+00
990,Bridget Jones's Diary (Bridget Jones #1),29.82,Books,1,2025-07-07 16:31:09.082708+00,2025-07-07 16:31:09.082708+00
991,Bounty (Colorado Mountain #7),37.26,Books,4,2025-07-07 16:31:09.381848+00,2025-07-07 16:31:09.381848+00
992,Blood Defense (Samantha Brinkman #1),20.30,Books,3,2025-07-07 16:31:09.686463+00,2025-07-07 16:31:09.686463+00
993,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,Books,5,2025-07-07 16:31:10.009087+00,2025-07-07 16:31:10.009087+00
994,Beyond Good and Evil,43.38,Books,1,2025-07-07 16:31:10.304342+00,2025-07-07 16:31:10.304342+00
995,Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,Books,1,2025-07-07 16:31:10.634993+00,2025-07-07 16:31:10.634993+00
996,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,Books,4,2025-07-07 16:31:10.94959+00,2025-07-07 16:31:10.94959+00
997,A Spy's Devotion (The Regency Spies of London #1),16.97,Books,5,2025-07-07 16:31:11.234819+00,2025-07-07 16:31:11.234819+00
998,1st to Die (Women's Murder Club #1),53.98,Books,1,2025-07-07 16:31:11.532373+00,2025-07-07 16:31:11.532373+00
999,"1,000 Places to See Before You Die",26.08,Books,5,2025-07-07 16:31:11.828161+00,2025-07-07 16:31:11.828161+00
